"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","worker_id","X1_lonely_1_before_1","X1_lonely_1_before_2","X1_lonely_1_before_3","X1_lonely_1_after_1","X1_lonely_1_after_2","X1_lonely_1_after_3","X2_lonely_1_before_1","X2_lonely_1_before_2","X2_lonely_1_before_3","X2_lonely_1_after_1","X2_lonely_1_after_2","X2_lonely_1_after_3","X3_lonely_1_before_1","X3_lonely_1_before_2","X3_lonely_1_before_3","X3_lonely_1_after_1","X3_lonely_1_after_2","X3_lonely_1_after_3","X4_lonely_1_before_1","X4_lonely_1_before_2","X4_lonely_1_before_3","X4_lonely_1_after_1","X4_lonely_1_after_2","X4_lonely_1_after_3","X5_lonely_1_before_1","X5_lonely_1_before_2","X5_lonely_1_before_3","X5_lonely_1_after_1","X5_lonely_1_after_2","X5_lonely_1_after_3","X6_lonely_1_before_1","X6_lonely_1_before_2","X6_lonely_1_before_3","X6_lonely_1_after_1","X6_lonely_1_after_2","X6_lonely_1_after_3","X7_lonely_1_before_1","X7_lonely_1_before_2","X7_lonely_1_before_3","X7_lonely_1_after_1","X7_lonely_1_after_2","X7_lonely_1_after_3","comp_1_p","comp_2_p","ai_companion_exp","ai_companion_exp2","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","ai_capability_1","control_loneliness_1","control_loneliness_2","control_loneliness_3","comp_1_c","comp_2_c","exp_lonely_before_1","exp_lonely_before_2","exp_lonely_before_3","completion_code","exp_lonely_after_1","exp_lonely_after_2","exp_lonely_after_3","comp_1_e","comp_2_e","participantId","random_int","condition"
"2024-04-08 23:02:24","2024-04-08 23:05:01","0",11,"100","157","1","2024-04-08 23:05:02","R_5jwRUkGRbdVi4H0","","","","",11,11,"anonymous","EN","1","2","2","3765DE826DE6446F867FF77A69F2AB4D","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","3","","40","2","","85","10","0","0","1","1","","","","","","","","","","3765DE826DE6446F867FF77A69F2AB4D","37","Control"
"2024-04-08 23:04:06","2024-04-08 23:05:01","0",12,"100","54","1","2024-04-08 23:05:02","R_2uNvjluHEkYoQaw","","","","",12,12,"anonymous","EN","1","2","2","E4A7FE6E601640888D3F00CADC82069C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","3","","29","4","","40","30","30","25","1","1","","","","","","","","","","E4A7FE6E601640888D3F00CADC82069C","72","Control"
"2024-04-08 23:02:05","2024-04-08 23:05:11","0",13,"100","185","1","2024-04-08 23:05:12","R_3KSaYROKHcGWxot","","","","",13,13,"anonymous","EN","1","2","2","F1D2763E403A4134AD2B97B073378695","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","I wanted to try it out and see if it could distract me from not having many people to talk to. Also just to try it out and see how it would be to use it.","1","","4","","38","4","","62","62","72","78","1","1","","","","","","","","","","F1D2763E403A4134AD2B97B073378695","59","Control"
"2024-04-08 23:03:38","2024-04-08 23:05:18","0",14,"100","99","1","2024-04-08 23:05:18","R_3jvxCjmlpgbXHyT","","","","",14,14,"anonymous","EN","1","2","2","B68BD0E6F41A485B82915E7849D16C84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","4","","31","2","","71","83","85","87","1","1","","","","","","","","","","B68BD0E6F41A485B82915E7849D16C84","13","Control"
"2024-04-08 23:04:17","2024-04-08 23:05:39","0",15,"100","82","1","2024-04-08 23:05:39","R_37PwpGKG5eRnHA5","","","","",15,15,"anonymous","EN","1","2","2","14859321998D497897702AF68E4B0855","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","1","","3","","37","3","","50","0","0","0","1","1","","","","","","","","","","14859321998D497897702AF68E4B0855","53","Control"
"2024-04-08 23:02:18","2024-04-08 23:05:47","0",16,"100","208","1","2024-04-08 23:05:47","R_5WLQwA9COHc1AS5","","","","",16,16,"anonymous","EN","1","2","2","1B7C634345BC40ECA0E5FE1E0C1717B1","61","38","42","22","17","13","56","44","45","25","23","20","21","19","20","14","14","15","18","18","18","13","14","14","22","22","22","14","13","15","18","17","17","10","11","11","16","15","14","8","7","8","1","1","1","To discuss different things.","1","","3","","37","3","","61","","","","","","","","","","","","","","","1B7C634345BC40ECA0E5FE1E0C1717B1","92","Prediction"
"2024-04-08 23:03:39","2024-04-08 23:05:53","0",17,"100","133","1","2024-04-08 23:05:53","R_3rxbNGazU3CllLW","","","","",17,17,"anonymous","EN","1","2","2","B401D3A4F7BE443FAC5AEA0AD572589F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","1","","3","","42","7","","34","31","18","36","1","1","","","","","","","","","","B401D3A4F7BE443FAC5AEA0AD572589F","37","Control"
"2024-04-08 23:04:15","2024-04-08 23:05:55","0",18,"100","99","1","2024-04-08 23:05:55","R_8qKx126kGkxMXgB","","","","",18,18,"anonymous","EN","1","2","2","C4F52E1AAD5E4409816EBB081DE95CF6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","1","","2","","24","3","","45","40","33","40","1","1","","","","","","","","","","C4F52E1AAD5E4409816EBB081DE95CF6","74","Control"
"2024-04-08 23:04:16","2024-04-08 23:05:57","0",18,"100","101","1","2024-04-08 23:05:58","R_2VexF3HK2PptXAl","","","","",18,18,"anonymous","EN","1","2","2","84EF3A4660034354B098DECA683C4357","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","1","","2","","24","3","","34","29","17","35","1","1","","","","","","","","","","84EF3A4660034354B098DECA683C4357","60","Control"
"2024-04-08 23:04:24","2024-04-08 23:06:19","0",19,"100","114","1","2024-04-08 23:06:19","R_7RsAAb7gUYNuXeP","","","","",19,19,"anonymous","EN","1","2","2","687F973AA6704371AE379FDF57EDF829","9","8","7","13","12","14","16","13","13","11","11","14","13","16","18","12","16","20","9","9","10","9","10","12","10","9","10","10","10","10","6","7","8","7","7","8","0","0","0","0","0","0","1","1","2","","2","","3","","18","3","","61","","","","","","","","","","","","","","","687F973AA6704371AE379FDF57EDF829","100","Prediction"
"2024-04-08 23:02:49","2024-04-08 23:06:19","0",20,"100","210","1","2024-04-08 23:06:20","R_2SpfSggeffzrGAE","","","","",20,20,"anonymous","EN","1","2","2","9BA21584E852433B84023184E3D937F6","70","50","85","30","25","32","30","25","33","20","20","20","20","20","20","15","15","15","15","15","15","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","5","5","5","1","1","2","","1","","1","","36","4","","100","","","","","","","","","","","","","","","9BA21584E852433B84023184E3D937F6","89","Prediction"
"2024-04-08 23:02:30","2024-04-08 23:06:21","0",21,"100","230","1","2024-04-08 23:06:21","R_1LcMgAB7lG0g97Q","","","","",21,21,"anonymous","EN","1","2","2","416EBD8D331F46B39221A4C38A815F35","30","31","32","21","28","25","32","27","32","23","28","32","35","29","21","14","22","26","22","26","26","19","10","18","27","25","24","27","14","17","15","25","31","14","21","18","28","29","33","26","13","18","1","1","1","to see if it's like talking to a human","1","","2","","33","4","","68","","","","","","","","","","","","","","","416EBD8D331F46B39221A4C38A815F35","98","Prediction"
"2024-04-08 23:04:30","2024-04-08 23:06:25","0",22,"100","114","1","2024-04-08 23:06:25","R_1V3AGvw4MpY2x1L","","","","",22,22,"anonymous","EN","1","2","2","956E57830C984E7C969B07E474092B7E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","2","","24","4","","63","30","31","40","1","1","","","","","","","","","","956E57830C984E7C969B07E474092B7E","57","Control"
"2024-04-08 23:04:32","2024-04-08 23:06:26","0",23,"100","113","1","2024-04-08 23:06:26","R_5EoC1d9Q6WsAkGB","","","","",23,23,"anonymous","EN","1","2","2","75B33A22582542CAAB333CD1E9712F58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","For work. To help me code a landing page.","2","","2","","24","4","","39","40","40","39","1","1","","","","","","","","","","75B33A22582542CAAB333CD1E9712F58","14","Control"
"2024-04-08 23:05:28","2024-04-08 23:07:07","0",24,"100","99","1","2024-04-08 23:07:08","R_7ym9V7DY3URJNBI","","","","",24,24,"anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","216EB1818BF9460395A4FEA2A13B7B4F","",""
"2024-04-08 23:03:43","2024-04-08 23:07:19","0",25,"100","215","1","2024-04-08 23:07:19","R_3FfmZjVYOB0DACl","","","","",25,25,"anonymous","EN","1","2","2","A2243BDA2F7746DAA622C12DC04CF070","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","2","","44","4","","95","91","98","98","1","1","","","","","","","","","","A2243BDA2F7746DAA622C12DC04CF070","35","Control"
"2024-04-08 23:01:56","2024-04-08 23:07:32","0",26,"100","335","1","2024-04-08 23:07:33","R_3hFN5EARvAuykaR","","","","",26,26,"anonymous","EN","1","2","2","480624F7D2124687AD60694DFA6D7702","82","83","85","72","75","77","84","86","86","76","79","77","88","88","89","75","76","77","84","85","85","79","81","80","90","90","90","77","77","77","90","90","90","80","79","80","90","90","91","81","80","81","1","1","1","To get ideas for cooking recipes, storytelling chatbots, and to discuss sports.","1","","3","","30","5","","55","","","","","","","","","","","","","","","480624F7D2124687AD60694DFA6D7702","96","Prediction"
"2024-04-08 23:06:16","2024-04-08 23:07:34","0",27,"100","77","1","2024-04-08 23:07:34","R_5KNKUjHCywnyd1H","","","","",27,27,"anonymous","EN","1","2","2","1AA7E803C47C4795B2175D3BB0B09A89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","1","","3","","22","3","","50","40","60","70","1","1","","","","","","","","","","1AA7E803C47C4795B2175D3BB0B09A89","23","Control"
"2024-04-08 23:07:24","2024-04-08 23:07:37","0",28,"100","13","1","2024-04-08 23:07:37","R_5cITsUe5ryEuzux","","","","",28,28,"anonymous","EN","1","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","653FED9912F84D3FA53DA4CDB7DC8E78","",""
"2024-04-08 23:02:10","2024-04-08 23:07:56","0",29,"100","345","1","2024-04-08 23:07:56","R_5F2OriuP3S1u5te","","","","",29,29,"anonymous","EN","1","2","2","A610D24B17D0474BA2D9C0B57C45E888","18","6","8","30","10","8","18","7","6","25","11","11","29","11","12","21","2","2","27","12","11","18","2","2","25","12","12","14","0","0","10","5","4","3","0","0","8","1","3","3","0","0","1","1","2","","2","","3","","34","4","","88","","","","","","","","","","","","","","","A610D24B17D0474BA2D9C0B57C45E888","99","Prediction"
"2024-04-08 23:06:22","2024-04-08 23:07:56","0",30,"100","94","1","2024-04-08 23:07:56","R_5xbTmHe8EOd8UlX","","","","",30,30,"anonymous","EN","1","2","2","9C83E0FF26FD471993D8C4042C8905BD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","1","","4","","35","4","","100","83","72","74","1","1","","","","","","","","","","9C83E0FF26FD471993D8C4042C8905BD","42","Control"
"2024-04-08 23:04:24","2024-04-08 23:07:57","0",31,"100","212","1","2024-04-08 23:07:57","R_5dGkyll8o3KJRng","","","","",31,31,"anonymous","EN","1","2","2","26963DE0661645E9A3B401F9028C6167","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","3","","34","4","","100","92","73","94","1","1","","","","","","","","","","26963DE0661645E9A3B401F9028C6167","41","Control"
"2024-04-08 23:06:00","2024-04-08 23:07:57","0",32,"100","117","1","2024-04-08 23:07:58","R_1WDAZ2w8o7KxFKx","","","","",32,32,"anonymous","EN","1","2","2","849308D4784E44EC9A2A6D7562C0B570","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","3","","25","3","","64","100","99","97","1","1","","","","","","","","","","849308D4784E44EC9A2A6D7562C0B570","21","Control"
"2024-04-08 23:07:45","2024-04-08 23:08:10","0",33,"100","25","1","2024-04-08 23:08:11","R_2feKJ7SfUIkZWUF","","","","",33,33,"anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EA41B14049224D1AADFE05F1B206FB89","",""
