"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","worker_id","completion_code","journaling_timer_First.Click","journaling_timer_Last.Click","journaling_timer_Page.Submit","journaling_timer_Click.Count","lonely_after_1","lonely_after_2","lonely_after_3","lonely_after_9","lonely_after_10","lonely_after_13","lonely_after_14","lonely_after_15","lonely_after_16","lonely_after_18","lonely_after_19","journaling_manip","journ_manip_explain","study_purpose","ai_companion_exp","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","ai_capability_1","participantId","condition","conditionPrompt","conditionPromptPost","experiencePrompt","feelingHeardPrompt","conditionApp"
"2024-12-18 15:38:08","2024-12-18 15:57:05","0","Anonymized","100","1136","1","2024-12-18 15:57:05","R_7LjMduSsThh0ebG","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","0EE01834CC714217AE32ED6BC7983CF2","","23.585","801.479","929.226","4","63","18","68","81","3","99","0","78","0","80","0","1","I journaled for the whole time so I think that I fulfilled the requirements of journaling for 15 minutes.  Also I pretty much was writing the whole time, it might have been like spewing words on the page, but I did journal for the full time.","How I feel about journaling","2","2","","3","","45","3","","62","0EE01834CC714217AE32ED6BC7983CF2","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-18 15:39:43","2024-12-18 15:57:47","0","Anonymized","100","1084","1","2024-12-18 15:57:48","R_17eYkEmElg22Sxq","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","AAF3631ABDB24A62B981B2605D5A55D1","","26.683","929.347","930.334","11","60","50","85","80","30","70","30","100","20","90","15","1","I had to take a couple of short breaks, but I did manage to journal for the majority of it.","How uncomfortable it is for a person to be forced to focus on one thing for an extended period of time.","2","1","","3","","25","1","","10","AAF3631ABDB24A62B981B2605D5A55D1","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-18 15:41:36","2024-12-18 15:58:51","0","Anonymized","100","1034","1","2024-12-18 15:58:51","R_7Tpn1GfibhgPCG0","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","124BD698C53C4B84B977445FA1C3E2B3","9891-4639-0248-7419","","","","","0","0","0","100","0","100","100","100","0","100","0","","","How people interact with a chatbot","2","1","","2","","25","4","","100","124BD698C53C4B84B977445FA1C3E2B3","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-18 15:41:01","2024-12-18 15:59:00","0","Anonymized","100","1079","1","2024-12-18 15:59:00","R_3LZ8NAM8YIfMdjm","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","BDBAABD3AAA344E880BC61107F87B7ED","0943-3127-3303-7314","","","","","10","9","5","81","7","84","4","82","4","91","10","","","Our range of focus","1","2","","2","","20","3","","84","BDBAABD3AAA344E880BC61107F87B7ED","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","Rudimentary"
"2024-12-18 15:40:18","2024-12-18 15:59:31","0","Anonymized","100","1152","1","2024-12-18 15:59:31","R_31ufLFVplExqeX0","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","D9C8B3D98C034D9491A95C5899A36EC5","4070-6477-1392-4871","","","","","50","50","50","50","50","50","50","50","50","50","50","","","no clue","1","2","","3","","35","3","","83","D9C8B3D98C034D9491A95C5899A36EC5","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-18 15:41:09","2024-12-18 15:59:50","0","Anonymized","100","1121","1","2024-12-18 15:59:50","R_5mf33QZcG919zbP","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","33A7032A930B4CE682C58054EFE8853E","","3.787","551.649","925.309","45","90","81","83","82","7","84","56","88","16","10","41","1","Its something always on my mind mostly dormant but theres an unending desire to find purpose to my life","People ability to remain calm and make intellectual thoughts ","2","1","","1","","29","4","","29","33A7032A930B4CE682C58054EFE8853E","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-18 15:39:04","2024-12-18 16:00:01","0","Anonymized","100","1256","1","2024-12-18 16:00:01","R_1sANulpjolkO9gE","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","E518D65D34ED44BEA1837F4A2C31CDBB","5781-7869-7878-2535","","","","","0","0","9","100","6","77","0","95","4","70","29","","","Interaction with a chatbot","1","1","","1","","24","4","","62","E518D65D34ED44BEA1837F4A2C31CDBB","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","Rudimentary"
"2024-12-18 15:43:08","2024-12-18 16:00:18","0","Anonymized","100","1029","1","2024-12-18 16:00:18","R_5isgfirwscOVgXL","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","EE9A530FB95543C0B43361F42D976E52","1405-2114-4207-7571","","","","","11","0","9","28","40","18","82","50","50","70","17","","","If we missed the companionship of the AI","1","1","","3","","33","4","","40","EE9A530FB95543C0B43361F42D976E52","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","Rudimentary"
"2024-12-18 15:42:09","2024-12-18 16:01:07","0","Anonymized","100","1138","1","2024-12-18 16:01:08","R_7gb5ohWYzPRhDMJ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","5C6CBD6E4B454514BC4EDB7606ED9543","0361-8717-8381-3619","","","","","0","0","0","100","0","100","0","100","0","100","0","","","How does chatting with AI make us feel.","1","2","","2","","25","4","","100","5C6CBD6E4B454514BC4EDB7606ED9543","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-18 15:42:26","2024-12-18 16:01:17","0","Anonymized","100","1130","1","2024-12-18 16:01:17","R_3j2EYv9kvzxcr0l","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","91DA306E1B66439094782521C0DA6519","3194-5837-9230-1137","","","","","22","23","33","66","20","50","29","50","40","50","33","","","An AI Chatbot ","1","2","","3","","37","1","","50","91DA306E1B66439094782521C0DA6519","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","Rudimentary"
"2024-12-18 15:42:57","2024-12-18 16:01:50","0","Anonymized","100","1133","1","2024-12-18 16:01:50","R_6EZPPfnJxEIfCM8","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","4E435F06AD8944C3972DF98C1E3779FD","","11.955","688.146","914.675","8","29","19","22","90","8","89","29","85","21","100","0","1","It was simple. ","Focus. Patience.","1","2","","1","","27","4","","66","4E435F06AD8944C3972DF98C1E3779FD","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-18 15:42:11","2024-12-18 16:02:07","0","Anonymized","100","1195","1","2024-12-18 16:02:07","R_3PCu1PJnLOM3jTb","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","B6479F826B264740B29ADFCFF370E6C4","6667-6114-8300-0584","","","","","34","23","25","94","7","87","14","51","26","76","17","","","Not sure. ","1","2","","3","","39","4","","30","B6479F826B264740B29ADFCFF370E6C4","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","Rudimentary"
"2024-12-18 15:42:46","2024-12-18 16:02:10","0","Anonymized","100","1163","1","2024-12-18 16:02:11","R_6fIcOvjX48vMO9M","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","2BE7860E3FF64669A63743AEF544DE27","1078-5437-3607-0255","","","","","50","31","39","81","20","70","40","80","25","100","0","","","I think it was testing an Ai chat bot's ability to hold a conversation with a human being","1","1","","3","","23","1","","76","2BE7860E3FF64669A63743AEF544DE27","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-18 15:42:48","2024-12-18 16:02:21","0","Anonymized","100","1172","1","2024-12-18 16:02:22","R_6kGS4OS448xCrIP","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","5D3BD8045E934840BE5F0896C6AECF78","","5.858","903.991","939.499","31","80","60","55","88","2","70","55","80","0","100","0","1","I journaled about things that have been bothering me for the entire 15 minutes.","How being vulnerable and journaling makes people feel","2","2","","3","","28","1","","80","5D3BD8045E934840BE5F0896C6AECF78","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-18 15:42:19","2024-12-18 16:02:44","0","Anonymized","100","1225","1","2024-12-18 16:02:45","R_1TtPRuk9yEL69CU","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","3EEC8E5EC07145C4A78B2159F7182B7C","","14.976","917.252","928.565","18","43","2","24","91","27","88","14","89","0","95","1","1","Journaling about my emotions and whatever I want opened a floodgate of expression, it didn't hinder ideas or any thought process. It was just so, it was writing thoughts to words.","It was studying people's ability to express themselves through writing and highlighting the factors that help or hinder someone's expression and writing","2","2","","4","","23","4","","70","3EEC8E5EC07145C4A78B2159F7182B7C","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-18 15:43:19","2024-12-18 16:02:46","0","Anonymized","100","1166","1","2024-12-18 16:02:46","R_57wlm84LcTRlYyT","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","E6CE792CC2974591BC6ED7F6631B02D8","","13.192","448.186","905.449","3","16","2","0","82","0","93","0","94","0","100","4","1","Once I found a topic that I like it was fun to write about it.","Honestly, I have no idea.","2","2","","3","","52","3","","34","E6CE792CC2974591BC6ED7F6631B02D8","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-18 15:39:16","2024-12-18 16:02:57","0","Anonymized","100","1420","1","2024-12-18 16:02:58","R_11ipZVSu979wGY7","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","BDFBE5C5307444708BB46287FA1D99BD","4532-1901-0481-3698","","","","","0","0","0","100","0","100","0","85","10","100","0","","","Responses in AI Chatbots","2","2","","3","","32","4","","80","BDFBE5C5307444708BB46287FA1D99BD","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-18 15:43:45","2024-12-18 16:03:01","0","Anonymized","100","1156","1","2024-12-18 16:03:02","R_7mgYQj452T4Xsy4","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","61BB22FC68B84BE1A2FB6037ACD1BF77","","19.857","914.045","924.415","3","40","0","10","100","0","100","0","70","25","70","10","1","I just wrote about my day and some thoughts I was having earlier. It actually helped with some of the things I was thinking and deciding earlier and definitely helped clear my mind a bit.","Self reflection","1","1","","3","","27","3","","80","61BB22FC68B84BE1A2FB6037ACD1BF77","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-18 15:40:55","2024-12-18 16:03:43","0","Anonymized","100","1368","1","2024-12-18 16:03:44","R_50v3JOHUXflZJ3L","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","12F23B10596B489F8AF63831720791A0","5265-2132-8183-0065","","","","","0","0","0","80","0","85","20","90","0","100","0","","","I think it was testing how people interact with chat bots. Or how current chat bots interact with people, testing their competence.","1","1","","1","","19","3","","70","12F23B10596B489F8AF63831720791A0","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-18 15:39:56","2024-12-18 16:03:56","0","Anonymized","100","1439","1","2024-12-18 16:03:56","R_5mPum194njEi9xv","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","3C0867D779E9497E947D522A4E2AE675","9292-1737-0859-7640","","","","","11","12","25","84","25","54","60","90","11","91","14","","","concentration","2","2","","1","","19","3","","30","3C0867D779E9497E947D522A4E2AE675","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","Rudimentary"
"2024-12-18 15:45:00","2024-12-18 16:04:57","0","Anonymized","100","1197","1","2024-12-18 16:04:58","R_1rGOJzpqJzULbx4","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","C671E3FA4F424471952138E4552DE975","9744-6822-8864-6829","","","","","25","19","22","81","15","79","24","80","21","80","12","","","how comfortable i was with writing tasks and user experience","1","2","","3","","31","3","","79","C671E3FA4F424471952138E4552DE975","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-18 15:40:39","2024-12-18 16:07:20","0","Anonymized","100","1600","1","2024-12-18 16:07:20","R_7ou0ACCZ0gEP6Un","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","9961351E823B40488B54371C39974CB8","","113.284","464.021","1131.896","5","0","1","0","83","50","50","51","50","51","84","15","1","Once I thought of something to write about, I had no problem writing my thoughts. ","I'm not really sure what the study was testing for. ","2","2","","3","","67","1","","8","9961351E823B40488B54371C39974CB8","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-18 15:43:33","2024-12-18 16:08:11","0","Anonymized","100","1478","1","2024-12-18 16:08:12","R_1QuNVdGdYf08hVv","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","0E7E5B21DF7544188397958003572AC3","9171-0974-8057-5523","","","","","38","30","49","94","0","91","13","100","0","75","16","","","It was testing an AI Chatbot in general I think.","1","1","","3","","30","3","","100","0E7E5B21DF7544188397958003572AC3","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-18 15:40:47","2024-12-18 16:08:51","0","Anonymized","100","1683","1","2024-12-18 16:08:51","R_1KTvjWcT6JDRZEO","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","09190A9D84464152AF8C06F51D497F20","5916-7976-9522-9512","","","","","100","0","90","100","0","90","0","90","0","100","0","","","I think that this study was testing how people respond when chatbots are limited in their capabilities.","1","1","","3","","58","5","","75","09190A9D84464152AF8C06F51D497F20","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","Rudimentary"
"2024-12-18 15:50:45","2024-12-18 16:09:09","0","Anonymized","100","1104","1","2024-12-18 16:09:09","R_51N3CeS7LdmwXqx","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","B7A43694C0CE4D2F9F99A18C45E166AD","5235-8043-9709-0712","","","","","0","0","0","100","0","100","0","100","0","100","0","","","I think the study was testing whether to see individuals felt and acted when interacting with a chatbot with no clear instructions.","1","1","","2","","43","4","","100","B7A43694C0CE4D2F9F99A18C45E166AD","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-18 15:47:17","2024-12-18 16:10:02","0","Anonymized","100","1364","1","2024-12-18 16:10:03","R_3f9uyPlk0zs5MU9","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","31A8A0E0D03C423A998F5A4D10BE8C26","0085-2009-1263-5501","","","","","15","0","5","95","0","100","0","85","0","100","0","","","How an AI chat bot can help to change someone's mood.","2","1","","3","","45","5","","20","31A8A0E0D03C423A998F5A4D10BE8C26","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-18 15:45:21","2024-12-18 16:10:04","0","Anonymized","100","1483","1","2024-12-18 16:10:05","R_1pYRyjabbh4ljiN","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","356A4159412E4BCBB5A7A05FBB2725A6","7410-3748-9590-1038","","","","","26","32","37","75","17","36","39","69","38","58","31","","","interaction with chatbot","1","1","","1","","25","5","","70","356A4159412E4BCBB5A7A05FBB2725A6","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","Rudimentary"
"2024-12-18 15:49:02","2024-12-18 16:10:56","0","Anonymized","100","1313","1","2024-12-18 16:10:56","R_5rIKwtX2TeFZjBR","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","DC331FB80A9D4FB9A3177BB7472EB8CE","","247.734","1162.126","1163.392","15","38","27","29","71","22","73","21","64","67","100","8","1","I mean, i had to take some breaks to think, but i was pretty consistently typing the entire time. It's a lot of text.","How people respond to otherwise ignored minute stimuli when asked to focus specifically on a self-powered project with no direction.","2","4","non binary","3","","24","3","","42","DC331FB80A9D4FB9A3177BB7472EB8CE","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
