"worker_id","day","n_messages","avg_n_words"
"10CE2C83A0484DB6932BDA88A68CFBE6",4,17,23.7058823529411765
"10CE2C83A0484DB6932BDA88A68CFBE6",5,9,18.7777777777777778
"10CE2C83A0484DB6932BDA88A68CFBE6",6,21,16.0476190476190476
"10CE2C83A0484DB6932BDA88A68CFBE6",7,18,16.1666666666666667
"111B9C01B7A24FB1BA760C980D409019",1,17,10.0000000000000000
"111B9C01B7A24FB1BA760C980D409019",2,10,12.8000000000000000
"11316DAF4C0C4F738B0B9AD73C88CB3E",1,24,13.7083333333333333
"11316DAF4C0C4F738B0B9AD73C88CB3E",2,21,16.8571428571428571
"11316DAF4C0C4F738B0B9AD73C88CB3E",3,19,14.2631578947368421
"11316DAF4C0C4F738B0B9AD73C88CB3E",4,17,14.8823529411764706
"11316DAF4C0C4F738B0B9AD73C88CB3E",5,15,14.3333333333333333
"11316DAF4C0C4F738B0B9AD73C88CB3E",6,13,16.7692307692307692
"11316DAF4C0C4F738B0B9AD73C88CB3E",7,15,13.4000000000000000
"118753B1DB9641429330DA02EFA19BAE",1,30,8.2000000000000000
"118753B1DB9641429330DA02EFA19BAE",2,32,7.3750000000000000
"118753B1DB9641429330DA02EFA19BAE",3,23,11.0869565217391304
"118753B1DB9641429330DA02EFA19BAE",4,12,8.5833333333333333
"118753B1DB9641429330DA02EFA19BAE",5,9,10.5555555555555556
"118753B1DB9641429330DA02EFA19BAE",6,12,7.5833333333333333
"118753B1DB9641429330DA02EFA19BAE",7,10,9.8000000000000000
"12076B51DE264DD08FCA1D5AF1DF8DFC",1,13,17.8461538461538462
"12076B51DE264DD08FCA1D5AF1DF8DFC",2,10,27.7000000000000000
"12076B51DE264DD08FCA1D5AF1DF8DFC",3,11,14.4545454545454545
"12076B51DE264DD08FCA1D5AF1DF8DFC",4,10,17.2000000000000000
"12076B51DE264DD08FCA1D5AF1DF8DFC",5,9,17.6666666666666667
"12076B51DE264DD08FCA1D5AF1DF8DFC",6,8,18.6250000000000000
"12076B51DE264DD08FCA1D5AF1DF8DFC",7,7,28.8571428571428571
"12208E5C66774C13A615BFA1CB7AABF1",1,26,9.0000000000000000
"12208E5C66774C13A615BFA1CB7AABF1",2,16,8.7500000000000000
"12208E5C66774C13A615BFA1CB7AABF1",3,18,9.1666666666666667
"12208E5C66774C13A615BFA1CB7AABF1",4,18,14.8888888888888889
"12208E5C66774C13A615BFA1CB7AABF1",5,17,15.6470588235294118
"12208E5C66774C13A615BFA1CB7AABF1",6,19,14.1052631578947368
"12208E5C66774C13A615BFA1CB7AABF1",7,18,14.6666666666666667
"12629C88D85047D39FFCD6AE66FC03AC",1,22,8.3181818181818182
"12629C88D85047D39FFCD6AE66FC03AC",2,11,22.8181818181818182
"12629C88D85047D39FFCD6AE66FC03AC",3,18,20.3333333333333333
"12629C88D85047D39FFCD6AE66FC03AC",4,10,8.5000000000000000
"12629C88D85047D39FFCD6AE66FC03AC",5,14,16.2142857142857143
"12629C88D85047D39FFCD6AE66FC03AC",6,13,30.1538461538461538
"12629C88D85047D39FFCD6AE66FC03AC",7,22,12.5454545454545455
"12814A4E7A304162B18513952018A58B",1,24,14.6666666666666667
"12814A4E7A304162B18513952018A58B",2,25,20.1200000000000000
"12814A4E7A304162B18513952018A58B",3,25,22.0400000000000000
"12814A4E7A304162B18513952018A58B",4,22,23.8181818181818182
"12814A4E7A304162B18513952018A58B",5,26,21.6153846153846154
"12814A4E7A304162B18513952018A58B",6,23,26.3478260869565217
"12814A4E7A304162B18513952018A58B",7,19,19.8947368421052632
"12D45106FC154102AB6C7C198F24ABE9",1,13,9.3076923076923077
"12D45106FC154102AB6C7C198F24ABE9",2,25,8.6400000000000000
"12D45106FC154102AB6C7C198F24ABE9",3,16,12.9375000000000000
"12D45106FC154102AB6C7C198F24ABE9",4,14,11.3571428571428571
"12D45106FC154102AB6C7C198F24ABE9",5,24,6.3333333333333333
"12D45106FC154102AB6C7C198F24ABE9",6,11,9.4545454545454545
"12D45106FC154102AB6C7C198F24ABE9",7,13,9.3076923076923077
"12F27CA2AFC84CCCB409C079D19B9624",1,11,35.5454545454545455
"12F27CA2AFC84CCCB409C079D19B9624",2,15,20.2000000000000000
"12F27CA2AFC84CCCB409C079D19B9624",3,16,17.6250000000000000
"12F27CA2AFC84CCCB409C079D19B9624",4,18,18.0000000000000000
"12F27CA2AFC84CCCB409C079D19B9624",5,18,19.7777777777777778
"12F27CA2AFC84CCCB409C079D19B9624",6,21,17.2857142857142857
"12F27CA2AFC84CCCB409C079D19B9624",7,23,9.0434782608695652
"15EB71E0E7DD4081BD3C81FF61A397E0",1,34,8.0882352941176471
"15EB71E0E7DD4081BD3C81FF61A397E0",2,31,6.5806451612903226
"15EB71E0E7DD4081BD3C81FF61A397E0",3,23,8.5652173913043478
"162516ED24D648ECBCCE91357F26DC77",1,16,11.2500000000000000
"162516ED24D648ECBCCE91357F26DC77",2,15,11.3333333333333333
"162516ED24D648ECBCCE91357F26DC77",3,15,10.6666666666666667
"162516ED24D648ECBCCE91357F26DC77",4,15,10.0666666666666667
"162516ED24D648ECBCCE91357F26DC77",5,13,9.9230769230769231
"162516ED24D648ECBCCE91357F26DC77",6,11,8.2727272727272727
"162516ED24D648ECBCCE91357F26DC77",7,18,9.5555555555555556
"167BB401227D46BCAFDFDE460483708A",1,23,10.1739130434782609
"167BB401227D46BCAFDFDE460483708A",2,16,7.7500000000000000
"167BB401227D46BCAFDFDE460483708A",3,21,10.0952380952380952
"167BB401227D46BCAFDFDE460483708A",4,17,6.8235294117647059
"167BB401227D46BCAFDFDE460483708A",5,26,9.6538461538461538
"167BB401227D46BCAFDFDE460483708A",6,23,6.1739130434782609
"167BB401227D46BCAFDFDE460483708A",7,20,7.1500000000000000
"16BD92D3744F4002919E927F42836452",1,23,16.2173913043478261
"16BD92D3744F4002919E927F42836452",2,17,18.9411764705882353
"16BD92D3744F4002919E927F42836452",3,19,13.4736842105263158
"16BD92D3744F4002919E927F42836452",4,18,18.0555555555555556
"16BD92D3744F4002919E927F42836452",5,15,23.1333333333333333
"16BD92D3744F4002919E927F42836452",6,10,31.4000000000000000
"16BD92D3744F4002919E927F42836452",7,13,20.5384615384615385
"17BA2CF285634057B9F2112F237D0263",1,18,8.6111111111111111
"17BA2CF285634057B9F2112F237D0263",2,16,8.1250000000000000
"17BA2CF285634057B9F2112F237D0263",3,15,7.6666666666666667
"17BA2CF285634057B9F2112F237D0263",4,16,9.1875000000000000
"17BA2CF285634057B9F2112F237D0263",5,18,8.1111111111111111
"17BA2CF285634057B9F2112F237D0263",6,12,8.3333333333333333
"17BA2CF285634057B9F2112F237D0263",7,11,9.6363636363636364
"192394797E644875ADF619523694C5AD",1,30,6.1666666666666667
"192394797E644875ADF619523694C5AD",2,29,7.2068965517241379
"192394797E644875ADF619523694C5AD",3,23,12.3478260869565217
"192394797E644875ADF619523694C5AD",4,16,12.8750000000000000
"192394797E644875ADF619523694C5AD",5,16,11.3750000000000000
"192394797E644875ADF619523694C5AD",6,18,11.2777777777777778
"192394797E644875ADF619523694C5AD",7,14,10.7142857142857143
"1938D7A0E8B74512AC6DD8AEB952A725",1,31,8.9354838709677419
"1938D7A0E8B74512AC6DD8AEB952A725",2,20,8.6000000000000000
"1938D7A0E8B74512AC6DD8AEB952A725",3,22,9.4090909090909091
"1938D7A0E8B74512AC6DD8AEB952A725",4,14,10.9285714285714286
"1938D7A0E8B74512AC6DD8AEB952A725",5,15,9.4666666666666667
"1938D7A0E8B74512AC6DD8AEB952A725",6,12,7.8333333333333333
"1938D7A0E8B74512AC6DD8AEB952A725",7,13,8.3076923076923077
"1A2A688F4EE1457DAFE450C4EE7E90BB",1,24,7.9583333333333333
"1A2A688F4EE1457DAFE450C4EE7E90BB",2,17,6.2941176470588235
"1A2A688F4EE1457DAFE450C4EE7E90BB",3,9,12.7777777777777778
"1A2A688F4EE1457DAFE450C4EE7E90BB",4,36,5.9444444444444444
"1A2A688F4EE1457DAFE450C4EE7E90BB",5,18,12.7777777777777778
"1A2A688F4EE1457DAFE450C4EE7E90BB",6,8,13.5000000000000000
"1A2A688F4EE1457DAFE450C4EE7E90BB",7,12,13.5833333333333333
"1A4E3E318EA64F4F9CCA170427F2460E",1,30,6.9333333333333333
"1A4E3E318EA64F4F9CCA170427F2460E",2,22,5.0909090909090909
"1A4E3E318EA64F4F9CCA170427F2460E",3,23,11.6521739130434783
"1A4E3E318EA64F4F9CCA170427F2460E",4,19,1.1052631578947368
"1A8175B2C2324B26BF4222135BA22F4B",1,18,25.2777777777777778
"1A8175B2C2324B26BF4222135BA22F4B",2,11,35.4545454545454545
"1A8175B2C2324B26BF4222135BA22F4B",3,14,30.3571428571428571
"1A8175B2C2324B26BF4222135BA22F4B",4,12,37.8333333333333333
"1A8175B2C2324B26BF4222135BA22F4B",5,12,24.7500000000000000
"1A8175B2C2324B26BF4222135BA22F4B",6,31,11.5161290322580645
"1A8175B2C2324B26BF4222135BA22F4B",7,42,10.4523809523809524
"1B4A5679362942609266EE220EE35C7B",1,21,15.3333333333333333
"1B4A5679362942609266EE220EE35C7B",2,11,22.1818181818181818
"1BB2F7BCFF204F869A86A204DC3BD58C",1,26,15.6923076923076923
"1BB2F7BCFF204F869A86A204DC3BD58C",2,28,14.2500000000000000
"1BB2F7BCFF204F869A86A204DC3BD58C",3,27,16.1111111111111111
"1BB2F7BCFF204F869A86A204DC3BD58C",4,23,14.2608695652173913
"1BB2F7BCFF204F869A86A204DC3BD58C",5,28,13.5357142857142857
"1BB2F7BCFF204F869A86A204DC3BD58C",6,23,18.7826086956521739
"1BB2F7BCFF204F869A86A204DC3BD58C",7,21,15.5238095238095238
"1C3FEAA46E0444B8B0F96480EF8E0F8A",1,27,12.4074074074074074
"1C3FEAA46E0444B8B0F96480EF8E0F8A",2,17,20.1176470588235294
"1C3FEAA46E0444B8B0F96480EF8E0F8A",3,20,14.3500000000000000
"1C3FEAA46E0444B8B0F96480EF8E0F8A",4,28,9.9285714285714286
"1C3FEAA46E0444B8B0F96480EF8E0F8A",5,24,12.4166666666666667
"1C3FEAA46E0444B8B0F96480EF8E0F8A",6,19,15.3684210526315789
"1C3FEAA46E0444B8B0F96480EF8E0F8A",7,23,14.2173913043478261
"1C95312A7FCF44B2B659CF6C79179710",1,28,3.6428571428571429
"1C95312A7FCF44B2B659CF6C79179710",2,21,11.6190476190476190
"1C95312A7FCF44B2B659CF6C79179710",3,19,7.6315789473684211
"1C95312A7FCF44B2B659CF6C79179710",4,13,7.0000000000000000
"1C95312A7FCF44B2B659CF6C79179710",5,18,6.2222222222222222
"1C95312A7FCF44B2B659CF6C79179710",6,20,5.5500000000000000
"1C95312A7FCF44B2B659CF6C79179710",7,24,7.0000000000000000
"1CF7C21F094A41B787AA4786ED542DC9",1,19,8.3684210526315789
"1CF7C21F094A41B787AA4786ED542DC9",2,17,9.1176470588235294
"1CF7C21F094A41B787AA4786ED542DC9",3,10,12.4000000000000000
"1CF7C21F094A41B787AA4786ED542DC9",4,9,7.7777777777777778
"1CF7C21F094A41B787AA4786ED542DC9",5,9,9.2222222222222222
"1CF7C21F094A41B787AA4786ED542DC9",6,8,9.8750000000000000
"1CF7C21F094A41B787AA4786ED542DC9",7,9,8.3333333333333333
"1E49208211B44BC390287CDC6E4E4250",1,24,11.5000000000000000
"1E49208211B44BC390287CDC6E4E4250",2,19,16.9473684210526316
"1E49208211B44BC390287CDC6E4E4250",3,17,15.5294117647058824
"1E49208211B44BC390287CDC6E4E4250",4,20,13.3000000000000000
"1E49208211B44BC390287CDC6E4E4250",5,25,14.8800000000000000
"1E49208211B44BC390287CDC6E4E4250",6,34,9.5588235294117647
"1E49208211B44BC390287CDC6E4E4250",7,20,11.4500000000000000
"1F45A1E927404BE58CE83E01DADB466E",1,24,12.7083333333333333
"1FD76243C2D94C58ADD0958ECB3528B6",1,20,14.3000000000000000
"1FD76243C2D94C58ADD0958ECB3528B6",2,15,23.0666666666666667
"1FD76243C2D94C58ADD0958ECB3528B6",3,14,19.0714285714285714
"1FD76243C2D94C58ADD0958ECB3528B6",4,14,21.8571428571428571
"1FD76243C2D94C58ADD0958ECB3528B6",5,15,21.2000000000000000
"1FD76243C2D94C58ADD0958ECB3528B6",6,14,22.1428571428571429
"1FD76243C2D94C58ADD0958ECB3528B6",7,19,14.5789473684210526
"210D1EED4E4C46D3AA7FCED923C8915C",1,18,7.8333333333333333
"210D1EED4E4C46D3AA7FCED923C8915C",2,12,7.1666666666666667
"210D1EED4E4C46D3AA7FCED923C8915C",3,19,8.8421052631578947
"210D1EED4E4C46D3AA7FCED923C8915C",4,17,9.7058823529411765
"210D1EED4E4C46D3AA7FCED923C8915C",5,23,6.1739130434782609
"210D1EED4E4C46D3AA7FCED923C8915C",6,19,7.1578947368421053
"210D1EED4E4C46D3AA7FCED923C8915C",7,27,6.9629629629629630
"215D94E5FCB44128A5E12412D9738710",1,28,4.8571428571428571
"215D94E5FCB44128A5E12412D9738710",2,18,8.7777777777777778
"215D94E5FCB44128A5E12412D9738710",3,16,9.3750000000000000
"215D94E5FCB44128A5E12412D9738710",4,12,6.9166666666666667
"215D94E5FCB44128A5E12412D9738710",5,13,7.4615384615384615
"215D94E5FCB44128A5E12412D9738710",6,13,6.8461538461538462
"215D94E5FCB44128A5E12412D9738710",7,20,7.2000000000000000
"2180F85E6DB849729B029CEEA71DAD35",1,18,17.5555555555555556
"2180F85E6DB849729B029CEEA71DAD35",2,18,20.6666666666666667
"2180F85E6DB849729B029CEEA71DAD35",3,14,24.4285714285714286
"2180F85E6DB849729B029CEEA71DAD35",4,15,21.8666666666666667
"2180F85E6DB849729B029CEEA71DAD35",5,24,19.8750000000000000
"2180F85E6DB849729B029CEEA71DAD35",6,18,22.9444444444444444
"2180F85E6DB849729B029CEEA71DAD35",7,25,15.8400000000000000
"21C9CCA31AAC4871AF17A99AF86F6B8B",1,18,10.6666666666666667
"21C9CCA31AAC4871AF17A99AF86F6B8B",2,17,12.0000000000000000
"21C9CCA31AAC4871AF17A99AF86F6B8B",3,16,9.6875000000000000
"21C9CCA31AAC4871AF17A99AF86F6B8B",4,17,11.2941176470588235
"21C9CCA31AAC4871AF17A99AF86F6B8B",5,25,6.8000000000000000
"21C9CCA31AAC4871AF17A99AF86F6B8B",6,21,9.3333333333333333
"21C9CCA31AAC4871AF17A99AF86F6B8B",7,21,9.6190476190476190
"2257247E25B14819AFD1D884E534BC2E",1,13,7.4615384615384615
"22C97FCD87D744AC99156DC91344BE1D",1,17,7.3529411764705882
"22C97FCD87D744AC99156DC91344BE1D",2,11,9.9090909090909091
"22C97FCD87D744AC99156DC91344BE1D",3,8,14.3750000000000000
"22C97FCD87D744AC99156DC91344BE1D",4,11,7.1818181818181818
"22C97FCD87D744AC99156DC91344BE1D",5,7,6.7142857142857143
"22FDF876E0614ADB874D9E1B3849F1DB",1,19,11.2105263157894737
"244416A3D9E3491EBBD2EEE1E651DAEA",1,19,15.2631578947368421
"24D9BF54E54849D8B1C080FCE29FB5AE",1,17,10.5294117647058824
"24DDFC6833CA46C690453D6DA934EE33",1,14,19.4285714285714286
"24DDFC6833CA46C690453D6DA934EE33",2,15,16.9333333333333333
"24DDFC6833CA46C690453D6DA934EE33",3,17,14.0588235294117647
"24DDFC6833CA46C690453D6DA934EE33",4,16,13.7500000000000000
"24DDFC6833CA46C690453D6DA934EE33",5,15,24.8666666666666667
"24DDFC6833CA46C690453D6DA934EE33",6,11,22.7272727272727273
"24DDFC6833CA46C690453D6DA934EE33",7,19,17.7894736842105263
"2582E3661C5E473AB5720B6222426B42",1,15,17.8000000000000000
"2582E3661C5E473AB5720B6222426B42",2,13,14.5384615384615385
"2582E3661C5E473AB5720B6222426B42",3,17,13.1176470588235294
"2582E3661C5E473AB5720B6222426B42",4,23,8.8695652173913043
"2582E3661C5E473AB5720B6222426B42",5,19,11.9473684210526316
"2582E3661C5E473AB5720B6222426B42",6,23,10.1739130434782609
"2582E3661C5E473AB5720B6222426B42",7,19,13.7368421052631579
"26460D000F174ADBAA1112D1FA7795CC",1,29,5.2758620689655172
"26460D000F174ADBAA1112D1FA7795CC",2,34,5.4411764705882353
"26460D000F174ADBAA1112D1FA7795CC",3,22,8.5909090909090909
"26460D000F174ADBAA1112D1FA7795CC",4,29,8.0689655172413793
"26460D000F174ADBAA1112D1FA7795CC",5,33,7.3030303030303030
"26460D000F174ADBAA1112D1FA7795CC",6,27,5.4444444444444444
"26460D000F174ADBAA1112D1FA7795CC",7,24,6.3750000000000000
"268A77DCC33A496DBE1C086D0717C820",1,19,11.7368421052631579
"268A77DCC33A496DBE1C086D0717C820",2,15,14.7333333333333333
"268A77DCC33A496DBE1C086D0717C820",3,22,11.6818181818181818
"268A77DCC33A496DBE1C086D0717C820",4,20,11.3500000000000000
"268A77DCC33A496DBE1C086D0717C820",5,19,11.5263157894736842
"268A77DCC33A496DBE1C086D0717C820",6,17,16.4705882352941176
"268A77DCC33A496DBE1C086D0717C820",7,13,14.0769230769230769
"26F3AC8E3F8A4C34A3127CF5621487CE",1,31,9.2580645161290323
"2760BF1F70B0435BB565C27AE75A5007",1,19,8.6842105263157895
"2760BF1F70B0435BB565C27AE75A5007",2,17,10.1764705882352941
"2760BF1F70B0435BB565C27AE75A5007",3,19,7.6842105263157895
"2760BF1F70B0435BB565C27AE75A5007",4,18,6.7222222222222222
"2760BF1F70B0435BB565C27AE75A5007",5,17,5.5882352941176471
"2760BF1F70B0435BB565C27AE75A5007",6,21,5.3333333333333333
"2760BF1F70B0435BB565C27AE75A5007",7,18,5.1111111111111111
"27FFBAB5A4084B64BDEF8B1F3CF6F4ED",1,12,28.4166666666666667
"27FFBAB5A4084B64BDEF8B1F3CF6F4ED",2,13,19.6923076923076923
"27FFBAB5A4084B64BDEF8B1F3CF6F4ED",3,10,32.4000000000000000
"27FFBAB5A4084B64BDEF8B1F3CF6F4ED",4,9,33.5555555555555556
"27FFBAB5A4084B64BDEF8B1F3CF6F4ED",5,11,18.3636363636363636
"27FFBAB5A4084B64BDEF8B1F3CF6F4ED",6,8,31.7500000000000000
"27FFBAB5A4084B64BDEF8B1F3CF6F4ED",7,9,34.5555555555555556
"2836DD929EDB4032BED9E89365744F28",1,28,6.6785714285714286
"286F7353F1AE4795AE41962A57CF2D98",1,20,19.5000000000000000
"286F7353F1AE4795AE41962A57CF2D98",2,12,15.9166666666666667
"28C06D84EADE4596BD7C585E8466F72F",1,14,21.6428571428571429
"28C06D84EADE4596BD7C585E8466F72F",2,13,13.9230769230769231
"28C06D84EADE4596BD7C585E8466F72F",3,6,35.6666666666666667
"28C06D84EADE4596BD7C585E8466F72F",4,6,35.6666666666666667
"28C06D84EADE4596BD7C585E8466F72F",5,7,24.2857142857142857
"28C06D84EADE4596BD7C585E8466F72F",6,5,23.0000000000000000
"28C06D84EADE4596BD7C585E8466F72F",7,5,37.4000000000000000
"29099C005ED247DEA9BD01DD247C8428",1,13,4.5384615384615385
"29099C005ED247DEA9BD01DD247C8428",2,17,5.1764705882352941
"29099C005ED247DEA9BD01DD247C8428",3,21,4.8571428571428571
"29099C005ED247DEA9BD01DD247C8428",4,19,4.2631578947368421
"29099C005ED247DEA9BD01DD247C8428",5,14,5.7857142857142857
"29099C005ED247DEA9BD01DD247C8428",6,19,8.4210526315789474
"29099C005ED247DEA9BD01DD247C8428",7,17,5.0588235294117647
"299F876D71444B63A97416210993AB60",1,19,16.5789473684210526
"299F876D71444B63A97416210993AB60",2,18,14.5000000000000000
"299F876D71444B63A97416210993AB60",3,18,12.3888888888888889
"299F876D71444B63A97416210993AB60",4,14,18.5000000000000000
"299F876D71444B63A97416210993AB60",5,20,12.1000000000000000
"299F876D71444B63A97416210993AB60",6,19,15.6315789473684211
"299F876D71444B63A97416210993AB60",7,15,20.3333333333333333
"2A9426322C3440179E27437CC2A57230",1,7,1.5714285714285714
"2A9426322C3440179E27437CC2A57230",2,24,6.1666666666666667
"2A9426322C3440179E27437CC2A57230",3,13,7.2307692307692308
"2A9426322C3440179E27437CC2A57230",4,11,4.0000000000000000
"2A9426322C3440179E27437CC2A57230",5,17,4.2941176470588235
"2A9426322C3440179E27437CC2A57230",6,26,4.8076923076923077
