"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","google_check","worker_id","completion_code","journaling_timer_First.Click","journaling_timer_Last.Click","journaling_timer_Page.Submit","journaling_timer_Click.Count","Q2_First.Click","Q2_Last.Click","Q2_Page.Submit","Q2_Click.Count","youtube_ss_Id","youtube_ss_Name","youtube_ss_Size","youtube_ss_Type","self_disclosure_1","self_disclosure_2","self_disclosure_4","self_disclosure_5","self_disclosure_6","self_disclosure_7","journaling_manip","journ_manip_explain","ai_companion_exp","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","ai_capability_1","participantId","condition","conditionPrompt","conditionPromptPost"
"2024-12-23 12:00:11","2024-12-23 12:18:18","0","Anonymized","100","1087","1","2024-12-23 12:18:18","R_3jTF2fnVvJ4Fm6K","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","4FFEF32FA4B54BC992D33735D42C148B","5046-7933-6959-1867","","","","","","","","","","","","","60","60","35","35","60","30","","","1","1","","3","","24","4","","25","4FFEF32FA4B54BC992D33735D42C148B","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes"
"2024-12-23 11:56:35","2024-12-23 12:18:25","0","Anonymized","100","1309","1","2024-12-23 12:18:25","R_3iDUkdWZyvmKTAw","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","32F40C2EB4FB45CAA6FCE84D01065F1C","","18.383","911.051","919.856","29","","","","","","","","","62","59","82","28","72","81","1","I attempted to write for 15 minutes, yes. It was depressing as hell.","1","1","","3","","39","1","","76","32F40C2EB4FB45CAA6FCE84D01065F1C","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes"
"2024-12-23 11:56:29","2024-12-23 12:18:33","0","Anonymized","100","1324","1","2024-12-23 12:18:34","R_7n6IeggYjegilQd","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","99816E3899E8466FB3E302768C3E65F3","5879-1530-4747-8488","","","","","","","","","","","","","15","13","4","2","13","7","","","1","2","","3","","33","4","","85","99816E3899E8466FB3E302768C3E65F3","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes"
"2024-12-23 12:00:39","2024-12-23 12:18:57","0","Anonymized","100","1097","1","2024-12-23 12:18:57","R_7IvqfUBKzDWDe0h","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","547103A7E6F545BF9B97E469141FF8A0","5253-0881-5086-7575","","","","","","","","","","","","","47","67","71","46","29","72","","","1","2","","3","","32","4","","68","547103A7E6F545BF9B97E469141FF8A0","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes"
"2024-12-23 12:01:11","2024-12-23 12:19:04","0","Anonymized","100","1073","1","2024-12-23 12:19:05","R_1e4fcifx0Ph473w","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","2267ED0272E84099B1E379AE6680C94C","","23.757","161.371","933.001","3","","","","","","","","","0","0","0","0","0","0","1","Yes, I journaled for 15 minutes","1","2","","3","","61","3","","83","2267ED0272E84099B1E379AE6680C94C","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes"
"2024-12-23 11:59:21","2024-12-23 12:19:42","0","Anonymized","100","1220","1","2024-12-23 12:19:43","R_6pm4TY0J4Ubf8PD","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","8B61C758D3E14957BD22BC6B6EB9E98D","","20.076","897.432","906.594","46","","","","","","","","","32","9","58","7","44","31","1","I was thinking of my current situation","1","2","","1","","64","5","","93","8B61C758D3E14957BD22BC6B6EB9E98D","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes"
"2024-12-23 11:59:47","2024-12-23 12:19:46","0","Anonymized","100","1199","1","2024-12-23 12:19:48","R_3tg8d81r1OD15V2","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","D5DEED2220B549228049E73A3F8838E6","","","","","","25.851","34.854","936.31","2","F_3gLb8CHh6VHRgFO","iScreen%20Shoter%20-%20Google%20Chrome%20-%20241223141803.jpg","973421","image/jpeg","40","27","50","19","32","36","","","1","2","","1","","25","4","","77","D5DEED2220B549228049E73A3F8838E6","youtube","be using YouTube for 15 minutes","using YouTube for 15 minutes"
"2024-12-23 11:59:19","2024-12-23 12:20:37","0","Anonymized","100","1278","1","2024-12-23 12:20:38","R_7sWGZZLIq6IEM0D","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","74FF1051AD044B8AABCCBCDEB09BF99C","","29.334","944.738","945.835","4","","","","","","","","","7","9","9","10","5","8","1","I was able to focus on Journaling because I was just going over my work shift from yesterday and processing it.","1","1","","4","","40","3","","40","74FF1051AD044B8AABCCBCDEB09BF99C","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes"
"2024-12-23 12:00:36","2024-12-23 12:22:01","0","Anonymized","100","1284","1","2024-12-23 12:22:01","R_3kHedeA1Mx0uOd3","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","1DD5D5544D7B42F69F5157B33AFDFC98","","","","","","20.336","23.793","1010.166","2","F_3jZ0nw7rxhcI3Qf","history%201.PNG","318749","image/png","78","84","24","66","65","74","","","1","2","","3","","23","7","","85","1DD5D5544D7B42F69F5157B33AFDFC98","youtube","be using YouTube for 15 minutes","using YouTube for 15 minutes"
"2024-12-23 12:21:40","2024-12-23 12:22:21","0","Anonymized","100","41","1","2024-12-23 12:22:22","R_6IcmAdhFeVWmbwV","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64B26D1BD2D045EF838A2B26BF46377B","","",""
"2024-12-23 12:22:10","2024-12-23 12:22:37","0","Anonymized","100","26","1","2024-12-23 12:22:38","R_3s5E68vV7DGOkbN","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0DF9BF0E30534A1DA613C07A800A91D6","","",""
"2024-12-23 12:00:04","2024-12-23 12:22:21","0","Anonymized","100","1336","1","2024-12-23 12:23:16","R_7C7wfqWihe5jpd2","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","012B4E05E38645C787ADD8FC4C076D2F","","","","","","15.481","1137.792","1138.199","7","F_XojcWWUQYk6ahvX","Screenshot%202024-12-23%20at%2013-19-16%20YouTube%20History.zip","18283704","application/zip","16","17","4","27","12","8","","","2","1","","1","","27","1","","73","012B4E05E38645C787ADD8FC4C076D2F","youtube","be using YouTube for 15 minutes","using YouTube for 15 minutes"
"2024-12-23 11:57:30","2024-12-23 12:24:18","0","Anonymized","100","1608","1","2024-12-23 12:24:19","R_7KfZn0YCChtfhqF","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","F8F3EFEAA793402EBF8F2161448F459E","","","","","","55.827","1043.85","1250.099","3","F_24eloS20cjaQnmx","Capture1.PNG","136399","image/png","42","44","54","44","33","40","","","1","2","","3","","58","3","","41","F8F3EFEAA793402EBF8F2161448F459E","youtube","be using YouTube for 15 minutes","using YouTube for 15 minutes"
"2024-12-23 11:57:19","2024-12-23 12:24:27","0","Anonymized","100","1628","1","2024-12-23 12:24:28","R_51gD6PkAHQ9scbr","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","A467D381F0E04680A94280A67BCAA70E","","","","","","10.633","1452.477","1454.316","3","F_10HlER1qwy5nV97","Youtube15.png","149827","image/png","34","19","79","29","36","34","","","2","1","","3","","33","4","","64","A467D381F0E04680A94280A67BCAA70E","youtube","be using YouTube for 15 minutes","using YouTube for 15 minutes"
"2024-12-23 11:57:41","2024-12-23 12:24:35","0","Anonymized","100","1614","1","2024-12-23 12:24:35","R_6ZJEc431Mv8k2Pj","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","694F50E487DE460894EC5AB75AA127F4","","32.146","904.83","940.314","5","","","","","","","","","10","5","3","0","5","5","1","I wrote down my thought and avoided any form of distraction.","2","1","","1","","29","4","","70","694F50E487DE460894EC5AB75AA127F4","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes"
"2024-12-23 11:57:52","2024-12-23 12:24:37","0","Anonymized","100","1605","1","2024-12-23 12:24:38","R_5jr5fYO7OUGqTER","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","3269DA08F22443F786A671A0DDEDA453","","39.451","518.841","951.186","4","","","","","","","","","5","0","0","2","5","0","1","I talked about what I was thinking about at the time and avoid all sorts of distractions.","2","1","","1","","28","4","","80","3269DA08F22443F786A671A0DDEDA453","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes"
"2024-12-23 12:02:48","2024-12-23 12:24:39","0","Anonymized","100","1310","1","2024-12-23 12:24:39","R_3By73hRWfHBPnmJ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","595E24715D26414292A1E44B365F5FE3","8774-3594-2270-1111","","","","","","","","","","","","","59","39","56","58","59","59","","","1","1","","3","","37","7","","67","595E24715D26414292A1E44B365F5FE3","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes"
"2024-12-23 12:24:18","2024-12-23 12:26:12","0","Anonymized","100","114","1","2024-12-23 12:26:12","R_6oz3XRobiGBmSCB","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7C6FCB99893E4F46841ACCB848F89473","","",""
"2024-12-23 11:59:19","2024-12-23 12:26:20","0","Anonymized","100","1621","1","2024-12-23 12:26:21","R_6F37k6SA0hjmOh2","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","1F0A5C0CFA2E4701A2965CBEA3ED3A59","","65.135","66.733","1095.21","2","","","","","","","","","100","95","0","99","79","51","1","i was able to follow the instructions","1","1","","3","","29","1","","36","1F0A5C0CFA2E4701A2965CBEA3ED3A59","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes"
"2024-12-23 12:27:22","2024-12-23 12:27:41","0","Anonymized","100","18","1","2024-12-23 12:27:41","R_7QhbNzMSFKWtHLr","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4438F390FDEC48E48B7ABC983F4148B0","","",""
"2024-12-23 12:01:15","2024-12-23 12:29:39","0","Anonymized","100","1703","1","2024-12-23 12:29:39","R_3rxieEb1Zvtur9n","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","014D56FF1B0E4BDB95CF8C2996DD3530","6496-3092-8673-9530","","","","","","","","","","","","","100","100","0","95","100","95","","","2","1","","3","","41","6","","40","014D56FF1B0E4BDB95CF8C2996DD3530","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes"
"2024-12-23 12:31:04","2024-12-23 12:31:46","0","Anonymized","100","41","1","2024-12-23 12:31:47","R_3OGSB0oixrjtTk1","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8408CA3109FE4B8D97A3745FB23F2D07","","",""
"2024-12-23 12:31:40","2024-12-23 12:32:01","0","Anonymized","100","21","1","2024-12-23 12:32:01","R_3Sg7R86qXDDSj2F","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EEAC5ACA193A4979830E3D65B3F324A4","","",""
"2024-12-23 12:32:24","2024-12-23 12:33:58","0","Anonymized","100","94","1","2024-12-23 12:33:59","R_3koCpTqrBbg7ska","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8BD64E21884E44D7940E12907B591D55","","",""
"2024-12-23 12:19:06","2024-12-23 12:35:59","0","Anonymized","100","1013","1","2024-12-23 12:35:59","R_5iHZoW5IemIb9sA","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","2DD0334B0EF143AF970909B8F861F59F","","5.028","927.842","928.16","8","","","","","","","","","77","58","66","67","61","65","2","I found it hard to type continuously for 15 minutes","2","2","","3","","30","4","","50","2DD0334B0EF143AF970909B8F861F59F","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes"
"2024-12-23 12:19:22","2024-12-23 12:36:27","0","Anonymized","100","1025","1","2024-12-23 12:36:27","R_6deELWTr1WNp3YR","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","944906A3EBB043C083D261E96365AF4E","7332-7927-6028-9589","","","","","","","","","","","","","58","43","37","39","57","58","","","1","1","","3","","29","4","","27","944906A3EBB043C083D261E96365AF4E","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes"
"2024-12-23 12:19:12","2024-12-23 12:36:28","0","Anonymized","100","1036","1","2024-12-23 12:36:29","R_52rFIthJc1up75Q","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","65C08DFD1DFB4116AFE80133BAC63D50","","10.477","819.363","902.801","6","","","","","","","","","57","31","41","39","79","40","1","I did, but I definitely had a few moments that I spaced out","2","2","","3","","29","4","","50","65C08DFD1DFB4116AFE80133BAC63D50","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes"
"2024-12-23 12:18:57","2024-12-23 12:36:42","0","Anonymized","100","1065","1","2024-12-23 12:36:43","R_6qh8ry1g8FfKcVs","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","86BBCFFAC4114AFCA97A1C35DA33D73C","5656-6347-7537-4647","","","","","","","","","","","","","25","25","30","15","25","15","","","1","1","","3","","37","3","","100","86BBCFFAC4114AFCA97A1C35DA33D73C","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes"
"2024-12-23 11:59:08","2024-12-23 12:36:49","0","Anonymized","100","2261","1","2024-12-23 12:36:50","R_34Yaunxn2XUYRTH","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","9CE74EC7D18440199694246C9F5BA6C9","8359-0127-8046-3802","","","","","","","","","","","","","78","26","22","56","34","62","","","1","1","","1","","30","4","","95","9CE74EC7D18440199694246C9F5BA6C9","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes"
"2024-12-23 12:19:28","2024-12-23 12:36:49","0","Anonymized","100","1041","1","2024-12-23 12:36:51","R_1CCz3RCFnj35Ag9","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","93E77D2E2B4F4B13BABA802362D623DE","","","","","","27.951","35.141","965.428","2","F_1eKPXRzozAnYvub","Screenshot%202024-12-23%20143619.png","326245","image/png","33","29","0","62","32","0","","","2","1","","4","","22","3","","71","93E77D2E2B4F4B13BABA802362D623DE","youtube","be using YouTube for 15 minutes","using YouTube for 15 minutes"
"2024-12-23 12:36:04","2024-12-23 12:37:20","0","Anonymized","100","76","1","2024-12-23 12:37:21","R_5CSGfedyNmkkSYh","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","D2F1D3C5352B4A41BED4B128740981EA","","",""
