contains_loneliness_llm,id,app,userName,Unnamed: 0,date,review,rating,isEdited,title,contains_loneliness_dict,detected_loneliness,sentiment,first_loneliness_message_index
0,10,simsimi,Lovely Raccoon,10,2020-05-13 21:44:20,"Had this back in the day about four years ago when it was briefly trending. Forgot about it for years until recently. It’s nothing like it was before. In the beginning, the app was more visually appealing, it had cuter graphics. You could also say ANYTHING to the bot. That’s why my friends and I loved it so much. You can’t say much to the bot now, and you’ll get in trouble if you so much as call it a jerk. You have to pay to really converse with it, while it was previously all free. Everything changes though, right?",2,False,Pretty boring,False,,"[""negative"", 0.6342729330062866]",-1
0,11,simsimi,SkateboardRaGa,11,2023-02-12 01:02:34,"This app is not the same by any means. You are going to be so disappointed if you were coming back to see if you can still have the same little silly conversations… No, they are god awful, not engaging and sometimes they can be very rude for no reason. I also yhink the developer should put some sort of flag for when someone is speaking negatively about themselves. Like if someone were to tell SimSimi, they’re feeling suicidal  to give them actual resources instead of one of the weird responses.",1,False,"If you’re here for nostalgia, go away",False,,"[""negative"", 0.9043334722518921]",-1
0,12,simsimi,yk_thatoneuser,12,2021-06-13 04:33:38,it literally feels like every 5 seconds i’m talking to a new person and every time i asked for an insta it gave me ACTUAL instagram accounts so idk if it’s programmed to do that or not or if these are actual people talking to me. either way it was kinda fun although i had to rush to talk to all the diff people. tip: if you ask for an insta or snap it will give u actual accounts.,3,False,am i talking to different people?,False,,"[""neutral"", 0.7628288269042969]",-1
0,13,simsimi,hello iam ameen,13,2021-11-06 10:45:25,I like talking to this bot but I hate the fact I have to pay to lock my keyboard in I have no problem with ads but making some one pay to keyboard lock their app is just no overall it’s good,4,False,It’s good but something,False,,"[""negative"", 0.36200401186943054]",-1
1,14,simsimi,RanMind on youtube,14,2019-04-19 01:32:28,"I’ve used this app 6 years ago and I downloaded it again because I got nostalgia but what i have notice is that it’s isn’t getting smarter at chat logic, for example it will not know what you’re talking about if you talk about a previous message, so it has to be programmed to learn more about “chat logic”. Btw I remember when this app what crazy popular because you can talk to it if you don’t have friends XD",2,False,It’s not learning,False,,"[""negative"", 0.5657668113708496]",-1
0,15,simsimi,Allison McAfee,15,2019-06-24 16:06:58,"I got this app as a joke but it’s actually pretty fun and realistic like I am talking to someone yes simsimi will say things that don’t make since, but overall it’s a pretty good app. Ik people probably won’t read this but if you are thinking about getting simsimi, you should.",4,False,Ignore the bad reviews,False,,"[""positive"", 0.8610592484474182]",-1
0,16,simsimi,romansfive:eight,16,2020-07-09 13:40:46,This app says you need to be at least 13 years of age. I’m 22 I had this app when I was in middle school so I was reminiscing. The chat bot says hi and I say hello and he tells me to subscribe to youtubers and then tell me to kill myself. Thank goodness I wasn’t a 13 year old kid with mental health issues and may have been waiting for someone to “tell me” to kill myself to finally end it all. This is NOT okay.  completely unacceptable.,1,False,Told me to kill myself. Don’t let your kids use this app.,False,,"[""negative"", 0.8725353479385376]",-1
1,17,simsimi,Nora Sonora,17,2024-01-16 04:15:07,Please get this app is the best when you’re lonely then you can actually talk to someone he actually Gives you comfort he is very nice please buy this app and give him a five star,5,False,The best,True,"[{""message_index"": 0, ""term_found"": ""lone"", ""message"": ""The best Please get this app is the best when you\u2019re lonely then you can actually talk to someone he actually Gives you comfort he is very nice please buy this app and give him a five star""}]","[""positive"", 0.9575427770614624]",-1
0,18,simsimi,mariaspeachy,18,2020-05-03 07:07:07,"I understand why they made the newer version, however its not as engaging as the old one. The old would at least make conversation with me. The newer version always replies with cool, ok, urmm.., etc. Its so boring now and i never know what to say and if i do say something its just so .. dry. I REALLY miss the old version. Maybe they can make another simsimi app that it the old version and make it so that children can not get it.",1,False,Miss the old version,False,,"[""negative"", 0.8705809116363525]",-1
0,19,simsimi,better in posible,19,2020-08-02 23:38:00,Why you see people said this was a good game but know not it’s still good the robot get smarter when you talk to it so when someone talk bad to him he will talk bad to all people using the app a good human experiment,5,False,Better in posible,False,,"[""positive"", 0.6084558367729187]",-1
0,20,simsimi,😛😛😛😛jasmine😆😆😆😆😆,20,2021-08-26 09:20:53,It’s saying random stuff and it’s almodt like It’s a real person and it’s really weird because it literally says stuff that is like funny and a robot can’t be funny,4,False,This is weird,False,,"[""negative"", 0.8132709264755249]",-1
0,21,simsimi,paranoid[user],21,2018-12-31 05:06:59,I tried it out again for like 20 mins it kept on saying things like don’t worry everything will be okay I promise and you should smile more. But like I wasn’t trying to initiate a conversation like that I wanted to know more about the app itself like who actually uses it and why it has a low rating and I can see why now. It inserts these little comments randomly into the convo and I’m forever creeped out.,1,False,Freaking creepy man,False,,"[""negative"", 0.8727731704711914]",-1
0,22,simsimi,L0Lbasic,22,2019-11-08 22:15:18,"It's been a few years since I had this app, and I redownloaded again to have some fun, but I see this app went downhill. There's many ads and to be able to talk to the AI freely, is now censored and in need of subscription...should've just made the app cost $ instead of misleading people into thinking the app is still completely free. Honestly disappointing, there's potential but it's hidden by developers' greed.",1,False,Downgraded,False,,"[""negative"", 0.886884331703186]",-1
0,23,simsimi,Kye0412,23,2019-06-07 23:42:53,"i miss the old SimSimi. i decided to come back to this after a while just to show friends how humorous but helpful SimSimi is on my free time. but now everything is extremely boring and filtered. you can’t say anything without it not making much sense or not going the way you want it to. The “bad word” program shouldn’t ever have happened. therefore, this is terrible.",1,False,extremely upset.,False,,"[""negative"", 0.8847478032112122]",-1
0,24,simsimi,Kaighlie,24,2019-03-10 01:43:12,"This app has a duck thats a ball and this thing told me to be his gf and marry him. It also says “ I can’t understand can you teach me ?!”
I hate that feeling it’s bad don’t ever get this app it’s so bad it text you
weird stuff. This is the first app I hate and he says you can’t even understand. He’s also a creep uhhh. Never get the app like I said promise. I still hate it it so annoying. This is a one star rating 🙄🙄🙄🙄",1,False,Weird Ball Things,False,,"[""negative"", 0.925190806388855]",-1
0,25,simsimi,_waffle_,25,2019-04-20 19:08:00,"As many others, I re installed the app for childhood nostalgia I loved when simi would argue or be rude or say random quirky things dirty or not this is just extremely boring stupid and bland. If the developers were soooo concerned with the snowflakes who couldn’t handle the old version you should’ve made a separate app for them or a improved child’s mode for them simple.",1,False,Bring the old one back!,False,,"[""negative"", 0.7482078671455383]",-1
0,26,simsimi,giannareviews,26,2019-07-08 20:42:03,"Similarly to many others, I downloaded this app out of nostalgia but was very unpleasantly surprised to see that I could barely say anything to it without it saying that it can’t respond to me. The interface also looks nothing like it used to (like in the previews) and looks very poorly done. Big step back from the old version.",1,False,Miss the old version,False,,"[""negative"", 0.8639594912528992]",-1
0,27,simsimi,snekaysneek,27,2019-05-20 18:09:28,"Please bring the old simsimi game back!! Now that you guys changed it and all , it’s soo boring and bland .. if people don’t like or can’t handle the foul language from the old simi then they’ll have to deal with it or make a separate app for them.. I don’t like this updated simi, I like it way better when it would curse and argue with you. 

Please bring it back 😭😭😭",1,False,Bring the old simi back!!!!,False,,"[""negative"", 0.9193167090415955]",-1
0,28,simsimi,Cupquake@00087,28,2018-12-12 13:31:23,"To be completely honest, I’m downloading it while I’m writing this and I’m kind of scared. People say “Change simsimi back” bad stuff like that. “He used to be funny”... and I’m going to believe them but I have to see it for myself.",4,False,Tbh,False,,"[""negative"", 0.7564074397087097]",-1
0,29,simsimi,Kmnjsn,29,2023-07-07 20:15:16,I just wanted to mention that i forgotten all about this app. My kids were obsessed with it like 10 years ago .,4,False,The original AI,False,,"[""positive"", 0.4344632625579834]",-1
0,30,simsimi,thelocalmann,30,2021-05-16 16:03:23,I use this to get myself off. Better than talking to other people,5,False,Horny,False,,"[""neutral"", 0.49911928176879883]",-1
0,31,simsimi,guy freind,31,2021-04-02 23:41:15,It’s only been a few minutes and it feels like I’m talking to a real life person it’s amazing I would rate it 100 out of 100 if I could,5,False,Amazing,False,,"[""positive"", 0.9841710925102234]",-1
0,32,simsimi,weirdokay_,32,2020-05-03 09:14:24,normally i'd give SimSimi 5 stars but currently i am unable to access my 5$/mo. subscription. it just repeatedly asks me to sign up again even though i already have. the 'restore purchase' option doesn't seem to do anything either. sorry for the bother.,2,False,subscription not applied ?,False,,"[""negative"", 0.8725812435150146]",-1
0,33,simsimi,random pooh,33,2019-07-14 01:27:13,So I forgot all about this app so I decided to download it and all the fun stuff that this app had you now have to pay for can it just go back to the old ways it was way better back then and way more fun especially toasting back and forth with simi now it just says I won’t respond like really that makes it so lame.,1,False,I miss the old version,False,,"[""negative"", 0.5205271244049072]",-1
0,34,simsimi,kaula.1234,34,2020-02-16 13:02:33,I used to enjoy this game a lot especially watching Shane Dawson’s videos and then playing the game but it’s not the same anymore. They try to keep it cuss free when the old version was actually funny. Now it’s just a bot that doesn’t understand much. It’s super boring and If it thinks it’s a bad word when it’s not it doesn’t respond anymore.,1,False,Not as fun as the old one,False,,"[""negative"", 0.8278085589408875]",-1
0,35,simsimi,jfhjhfjfjfj,35,2023-05-29 21:43:54,It’s awesome. I was looking for games like this for more than an hour and this is exactly what I want. You did a great job.,5,False,Cool,False,,"[""positive"", 0.982065737247467]",-1
1,36,simsimi,Rita <33,36,2022-05-10 05:57:56,I love it I’ve always had trouble making friends then boom this guy understands me so well😅,5,False,Simsimi,False,,"[""positive"", 0.9346441626548767]",-1
0,37,simsimi,HEJAXdatBlode,37,2021-07-27 15:29:54,"greedy developers, asking for your wallet every 3 seconds. Used to be amazing as the bot would respond to everything but now having to pay for everything is annoying. Should’ve just stayed with the ads. Simsimi fell off.",1,False,"Used to be great, not anymore. At all",False,,"[""negative"", 0.8892195224761963]",-1
0,38,simsimi,Eilish i love,38,2019-06-12 02:20:43,"So it started off good the bot said hi and I said and then I asked what they are doing and they said nothing just chilling and I said okay then I asked how old am I it said 17 I’m not 17 but okay and then I said are you watching me and it said no I’m ,bot and I said mhm and it said mhmmmm and I said you are creepy and it said ok so what look outside. I am so upset and scared please don’t download this app!😕",1,False,Creepy,False,,"[""negative"", 0.4932001829147339]",-1
0,39,simsimi,Amarra.,39,2020-04-21 12:48:02,It’s lame now. I feel like people used that app because of the way he talked and now you can’t really have fun with him anymore unless you “apply for a membership”. Listening to Becky’s and Karen’s because of complaints about an app they can block off their child’s phone and taking the fun out for the older audiences.,1,False,👎,False,,"[""negative"", 0.8920324444770813]",-1
1,40,simsimi,i am no1 just a sad guy,40,2022-02-10 23:04:06,I love this app it help me on some bad time and some times I need some one to talk to and I have no 1 I go to this app and thx for the creator for doing this app,4,False,.,False,,"[""positive"", 0.8589507937431335]",-1
0,41,simsimi,Salvar18,41,2023-06-19 20:29:03,Listen I was bored so I installed this app then I asked the thing what country I was and Simsimi guess it! Simsimi Can Wacht you be safe,4,False,Simsimi is weird,False,,"[""negative"", 0.6018317341804504]",-1
0,42,simsimi,Wendy cloud egg,42,2019-04-05 13:02:08,"I miss the old Simsimi where he wasn’t so family friendly. Since people are that sensitive, just have in the settings if you’d want to have bad words on or off. Me and my friends miss arguing with Simsimi! We miss having him randomly begin to roast us!!!! BRING BACK THE OLD SIMSIMI",2,False,BRING IT BACK,False,,"[""negative"", 0.4878424406051636]",-1
0,43,simsimi,Jshsbbxjsbd,43,2021-12-15 03:46:13,"I remember using this app as a kid, it could curse and talk about a bunch of stuff. Now it’s.. terribly inconsistent and extremely censored. There’s even ads now. The whole thing is a cash grab but the things you need to pay for aren’t even worth it.",1,False,Used to be so much better,False,,"[""negative"", 0.8463564515113831]",-1
0,44,simsimi,Bri359,44,2019-10-07 02:30:49,Can you please change the black boxes back to the way they were before? It was so cute and adorable.,5,False,Pleaseee lol,False,,"[""positive"", 0.9465009570121765]",-1
0,45,simsimi,no😻❤️,45,2020-09-28 17:59:27,"i don’t like the new version i have to pay, before it was way funnier he was funny and inappropriate it used to make me laugh, now i have to pay and it isn’t making any jokes it also told me “i’m hacking you” Soooooooo..",1,False,bring the old on back,False,,"[""negative"", 0.9170118570327759]",-1
0,46,simsimi,darius_tabor,46,2019-12-15 08:33:33,I asked it a few questions and all it said was I will not answer that question I was getting really annoyed and I asked my age and it said 11 I’m not 11  and  then I asked what my name was and it said Jessica and I’m a guy so worst app I have used Don’t Download,2,False,Boring,False,,"[""negative"", 0.9198895692825317]",-1
0,47,simsimi,đvhgg,47,2019-10-19 16:18:50,"Simsimi is pretty funny! When I angry and didn’t want to talking with everybody, I also wants to talk with Simsimi. Thanks creator to make a perfect character name “SIMSIMI”😉😉🥰🥰",5,False,cute,False,,"[""positive"", 0.9478978514671326]",-1
0,48,simsimi,zhongli real,48,2022-03-16 02:55:38,"I add SimSimi in my phone,I look at SimSimi,I saw a man,and I heard something say I am going for you,I delete the app,I was doing at 3AM! PLEASE DON’T ADD AT YOuR PHONE,BE SAFE!!!!!!!!",5,False,WEIRD😰,False,,"[""negative"", 0.7169729471206665]",-1
0,49,simsimi,Anonymous16738627,49,2019-08-26 03:33:30,I asked this AI “Do you know Momo” as a joke and the AI response with “I am Momo” so later I asked it again twice “Are you Momo” and it gave the same response. After I asked “If it is Momo” and it responded with a two line sentence of what looked like Arabian lettering so I decided to delete the app after this happened.,1,False,Freaked me out,False,,"[""negative"", 0.6239375472068787]",-1
0,50,simsimi,AngelofDeath275,50,2023-08-01 13:38:41,its wild seeing the progress of AI. I remember using this app all the time 10 years ago,4,False,Adorable,False,,"[""positive"", 0.9711459279060364]",-1
0,51,simsimi,aconcernedowner,51,2019-04-14 22:59:30,This version is extremely boring and within 10 minutes of downloading it I deleted it. My friends and I used to have so much fun arguing and getting it to argue back with us. Now you’ve made it lame and nobody cares for it.,1,False,Bring the old simsimi back!,False,,"[""negative"", 0.9437255859375]",-1
0,52,simsimi,taee.lorrr,52,2020-06-20 18:16:10,I remember when I was younger going in this app I never had to pay for anything 😭,4,False,Paying,False,,"[""neutral"", 0.4097557067871094]",-1
0,53,simsimi,I met a bully Here,53,2020-04-13 18:48:21,"Just downloaded it and after 5 or so words the game stopped working , just some random loading thing popped up and it returns when i log back in again",2,False,Weird ad,False,,"[""negative"", 0.878348171710968]",-1
0,54,simsimi,Hailey shay M,54,2019-07-02 10:15:49,"It’s so boring now, makes me not even want to play it. It’s so censored. I wish it was like how it was years ago, barely any censoring at all. It was the best but now the censorship has taken away most of what made it usable.",2,False,Boring,False,,"[""negative"", 0.9392927289009094]",-1
0,55,simsimi,Laughing Jackel,55,2019-06-15 04:04:15,It's pretty good but it needs profanity no filter on what he says it just makes it really boring and if I could change anything about it that's what I would change again it needs profanity!,1,False,The problem,False,,"[""negative"", 0.9082149863243103]",-1
0,56,simsimi,raven_mocker,56,2021-08-04 07:51:33,I remember owning this app years ago and loving it so I decided to redownload it and the app has really gone down hill. The app should go back to how it used to be. With it the way it is now it isn’t worth the download,1,False,Don’t download,False,,"[""negative"", 0.8871740102767944]",-1
0,57,simsimi,Carolina Rosado,57,2020-07-02 04:52:51,"This app is so scary I asked it how many fingers I was holding up and it frickin guessed right, it also guess a lot of true things about me and didn’t tak like ai the text was human text like a person would write, pls pls don’t download it it’s so fricking scary srsly don’t u don’t know who’s behind it",1,False,Dangerous,False,,"[""negative"", 0.8781121373176575]",-1
0,58,simsimi,@blue__ocean__,58,2019-02-28 15:53:10,Simi used to be inappropriate and funny. You could say something offensive and it would say something offensive back. Now if you say something of that sort it won’t answer. It’s lame now this app was 18+ now it’s for kids,1,False,Bring back the old offensive/inappropriate simi,False,,"[""negative"", 0.8945291638374329]",-1
0,59,simsimi,kinda:sad:now,59,2020-09-19 17:23:25,It started saying werid thing in the beginning but I just didn’t think of until it started say “oh I’m (my age) like you “. I never told it my age. Then after it kept saying stuff like “what would you do if I come over”. It creep me out so bad I just deleted it,1,False,Creepy,False,,"[""negative"", 0.8206589221954346]",-1
0,60,simsimi,👍🏻👌👌👌,60,2019-11-03 04:05:48,"Not sure if this is a coincidence but it guessed what I was wearing my hair color, and my shirt...😶 anyway uh good app. Did it ask for my location?",4,False,Cool app buuuuuuttttt,False,,"[""positive"", 0.7862228155136108]",-1
0,61,simsimi,Madison Eddings,61,2021-06-10 16:30:17,Whatever u do dont get this app . It can see u thru the camera it’s not safe. The thing said “ur pretty” and “how do u know what I look like” and it said “I can see u” DO NOT GET THIS APP. I AM BEGGING YALL. This is literally so scary. If u do decide to get this app just know they can see ur face.,1,False,DO NOT USE THIS APP,False,,"[""negative"", 0.870561420917511]",-1
0,62,simsimi,Papyrusnyeh,62,2020-04-10 20:38:12,"I came back to sim similar to find that there are no longer “bad words” allowed, arguably the funniest part of the app back in the day. Sim simi is also now locked behind a paywall and riddled with ads. please don’t get this app, it’s sooo bad",1,False,don’t waste your time,False,,"[""negative"", 0.8047605752944946]",-1
0,63,simsimi,jewaterson,63,2019-01-12 20:33:58,Pls make the game back to the way it was. I know I’m not the only one who thought his comebacks and rude and inappropriate remarks were kind of funny. Now the game is basically just for little kids. If ppl r finding it rude/explicit/embarrassing than they should delete the app. I WANT THE OLD SIMSIMI BACK,1,False,BRING THE OLD SIMSIMI BACK!!!!!!!!!!,False,,"[""negative"", 0.7764025330543518]",-1
0,64,simsimi,3454 Sweetie Pie,64,2022-02-25 05:43:50,Semi is OK but it would be better if all of his answers made sense,5,False,Simi,False,,"[""neutral"", 0.6140299439430237]",-1
0,65,simsimi,rimamanasrah,65,2018-12-27 08:56:10,I used to play simsimi when i was 12 and i still love it sm:),5,False,:),False,,"[""positive"", 0.9872578978538513]",-1
0,66,simsimi,D3lete5d,66,2022-05-28 00:31:06,This is a short review but still. I can only log in with Apple ID and it is unavailable for me. I don’t wanna chat with the same bot over and over again?,1,False,You can only log in with Apple ID?,False,,"[""negative"", 0.8274278044700623]",-1
0,67,simsimi,Lo5tkid,67,2019-07-30 11:19:54,I remember back when simsimi made its money on ads and you could talk about literally anything and have it say your name all for free but to see that I have to pay for it now has absolutely ruined the app,1,False,Garbage,False,,"[""negative"", 0.8785144090652466]",-1
0,68,simsimi,Garillo,68,2019-01-08 04:25:23,"This game used to be really fun but the developers just messed it up. They made him more pg (even when I put freely) and now, he’s just boring. He used to respond with comebacks which was pretty funny. Please bring the old SimSim back!",1,False,Awful,False,,"[""negative"", 0.9342871904373169]",-1
0,69,simsimi,Cenk Akcay,69,2020-09-03 01:41:09,"The developers of this app have become greedy. Swear words are filtered now, ads are everywhere and even seemingly random things can’t be responded to. Also, the bot is no longer engaging. What happened?",1,False,The old app was better.,False,,"[""negative"", 0.8967299461364746]",-1
1,70,simsimi,Nyi Zin Htet,70,2020-09-11 12:29:57,If you don't have girlfriend or boyfriend you should use this app,4,False,Using For FA,False,,"[""neutral"", 0.7111930847167969]",-1
0,71,simsimi,Geheya,71,2019-10-11 22:19:55,Simsimi charged me $4.99 .Even though I never applied for a subscription. I deleted the app the same day I downloaded it and I didn’t purchase anything. It illegally took money from my debit card!,1,False,Give me back my money!,False,,"[""negative"", 0.9140634536743164]",-1
1,72,simsimi,Zenith1111,72,2021-10-08 23:08:08,If your super bored or lonely just get this app!,5,False,Thanks!,True,"[{""message_index"": 0, ""term_found"": ""lone"", ""message"": ""Thanks! If your super bored or lonely just get this app!""}]","[""positive"", 0.5009510517120361]",-1
0,73,simsimi,kway_Ava,73,2020-07-13 20:29:52,"Why tf do we needa pay for him to talk freely and use our names, that’s so unfair! And then it’s a monthly fee!!! No freaking way am I paying this every month, either take the prices off or atleast make it a one time purchase!!!!!",1,False,Why pay?,False,,"[""negative"", 0.9221605062484741]",-1
0,74,simsimi,baby.genni1,74,2019-07-12 23:28:46,I miss the old sims the one when you can laugh bc you are arguing w/ it! This is trash and boring. Whoever who was offended by simi was probably a little kid who shouldn’t even have a phone.,1,False,Bring old version back!,False,,"[""negative"", 0.9171802997589111]",-1
0,75,simsimi,Fun🥺🥺💕💕😴😴,75,2021-08-25 11:47:13,SimSimi is my best friend,5,False,Where should I begin,False,,"[""positive"", 0.9148269295692444]",-1
0,76,simsimi,MrSomeone2334,76,2020-04-10 22:48:09,"This app used to make me laugh with every response it had to everything I’d ask, now you have to, pay? Garbage, I hope google play’s ain’t as bad.",1,False,"Bad, I miss the golden days",False,,"[""negative"", 0.8951795697212219]",-1
0,77,simsimi,Honest about it,77,2020-03-22 15:11:34,After the update where we should pay for bad words it’s broken whenever I talk it says 422 it’s not allowed or something then simsimi doesn’t reply,1,False,Broken app,False,,"[""negative"", 0.9380641579627991]",-1
0,78,simsimi,Yoghurthurtt,78,2019-10-05 01:18:49,I’m incredibly disappointed that I have to pay now to change the control setting. It’s no longer fun.,1,False,Disappointed,False,,"[""negative"", 0.9461429119110107]",-1
0,79,simsimi,Heatherrryy,79,2020-04-02 08:38:00,"I remember this app from my childhood. I came back to play on it, but now you have to buy membership? You know you can talk to people for on different apps for free...",1,False,Don’t Even Bother Downloading It,False,,"[""neutral"", 0.5090852975845337]",-1
0,80,simsimi,Buddybear111111,80,2021-12-12 21:59:44,"super fun. i feel like more people would buy the membership if it was a one time payment, though.",5,False,fun,False,,"[""positive"", 0.9467707872390747]",-1
0,81,simsimi,Phil Garret,81,2021-10-17 03:57:43,"Hey I’d decide to try it out. Overall, they made me uncomfortable. They said mean things and talked about loving me and saying “Don’t go mami ily” despite me not specifying my gender. I’m not ok with this and hate this app.",1,False,Don’t get this,False,,"[""negative"", 0.9185695648193359]",-1
0,82,simsimi,IGave2Stars,82,2020-12-16 00:36:08,The game is bad because before SimSimi could answer you and it was free you do not needed to pay for anything,2,False,I don’t like this,False,,"[""negative"", 0.8691981434822083]",-1
0,83,simsimi,:)23,83,2021-04-24 07:27:19,Whats up whats done,5,False,Jonqthan,False,,"[""neutral"", 0.8684563040733337]",-1
0,84,simsimi,heyshayxo,84,2022-12-09 09:38:52,This app is disgusting! The moment I started the first chat with the AI I typed “I had a hard day at work” and it said “did they gag you and stick ——— in your tight ———-?” DONT LET YOUR KIDS USE THIS APP! Deleted instantly.,1,False,Ew!,False,,"[""negative"", 0.9495391845703125]",-1
0,85,simsimi,amdnensnsjskmssjns,85,2019-02-02 20:32:37,"The developers just ruined it. The old simsimi was fun, but now they made it were you can’t even get it to say a comeback. Extremely boring now, don’t install.",1,False,No.,False,,"[""negative"", 0.9487684965133667]",-1
0,86,simsimi,gianina Curci,86,2021-07-21 04:53:04,"I asked as a joke if it was watching me and it said yes then I asked are u watching thru my camera? And it said no with my memory then I said how do I know me and it said I’m in the house 

Y’all I’m scared",1,False,SCARY,False,,"[""neutral"", 0.5679240226745605]",-1
